lemma,pos,verdict,nT,nF,n_syn,n_clusters,lexfiles
fry,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.social|verb.stative
trojan,N,HOMONYM_CAND,1,0,2,2,noun.communication|noun.person
separation,N,HOMONYM_CAND,0,1,9,2,noun.act|noun.attribute|noun.event|noun.location|noun.state
situation,N,HOMONYM_CAND,1,0,5,2,noun.act|noun.location|noun.state
ferment,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.emotion
beginning,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.cognition|noun.event|noun.location|noun.time
disk,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.shape
wave,V,HOMONYM_CAND,0,1,5,5,verb.body|verb.communication|verb.contact|verb.motion
divinity,N,HOMONYM_CAND,0,1,4,2,noun.attribute|noun.cognition|noun.food|noun.person
vocabulary,N,HOMONYM_CAND,0,1,3,2,noun.cognition|noun.communication
ministry,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.artifact|noun.group
shoestring,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.quantity
spill,V,HOMONYM_CAND,0,1,6,6,verb.change|verb.communication|verb.contact|verb.motion
hit,N,HOMONYM_CAND,0,1,7,2,noun.act|noun.artifact|noun.event
plot,N,HOMONYM_CAND,0,1,4,2,noun.cognition|noun.communication|noun.location
soften,V,HOMONYM_CAND,1,0,7,7,verb.change|verb.communication|verb.contact|verb.perception|verb.stative
foil,V,HOMONYM_CAND,0,1,3,3,verb.contact|verb.social|verb.stative
address,N,HOMONYM_CAND,1,0,8,2,noun.attribute|noun.communication|noun.location
rectify,V,HOMONYM_CAND,0,1,6,5,verb.change|verb.communication
sampler,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.group|noun.person
deal,V,HOMONYM_CAND,0,1,13,9,verb.cognition|verb.communication|verb.possession|verb.social
pulp,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.contact
roughcast,V,HOMONYM_CAND,1,0,3,2,verb.contact|verb.creation
ground,V,HOMONYM_CAND,0,1,19,16,verb.change|verb.cognition|verb.communication|verb.contact|verb.creation|verb.motion|verb.social
organ,N,HOMONYM_CAND,0,1,6,2,noun.artifact|noun.body|noun.communication|noun.group
rack,V,HOMONYM_CAND,0,1,11,10,verb.body|verb.contact|verb.creation|verb.emotion|verb.motion|verb.possession|verb.social
name,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.communication|noun.group|noun.person|noun.state
trail,N,HOMONYM_CAND,0,1,3,2,noun.artifact|noun.cognition|noun.object
assign,V,HOMONYM_CAND,1,0,8,7,verb.cognition|verb.consumption|verb.possession|verb.social
corruption,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.attribute|noun.process|noun.state
appeal,V,HOMONYM_CAND,0,1,5,4,verb.communication|verb.emotion|verb.social
box,N,HOMONYM_CAND,0,1,10,2,noun.act|noun.artifact|noun.plant|noun.quantity|noun.shape|noun.state
baseball,N,HOMONYM_CAND,1,0,2,2,noun.act|noun.artifact
construct,V,HOMONYM_CAND,1,0,6,5,verb.cognition|verb.contact|verb.creation
helm,N,HOMONYM_CAND,1,0,2,2,noun.act|noun.artifact
masticate,V,HOMONYM_CAND,0,1,2,2,verb.consumption|verb.contact
sport,N,HOMONYM_CAND,1,0,7,2,noun.act|noun.communication|noun.person
hunt,V,HOMONYM_CAND,1,0,7,7,verb.competition|verb.contact|verb.motion
beam,V,HOMONYM_CAND,1,0,6,4,verb.body|verb.communication|verb.emotion|verb.perception|verb.weather
ghost,N,HOMONYM_CAND,1,0,4,2,noun.cognition|noun.communication|noun.person
mask,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.artifact|noun.group
machine,N,HOMONYM_CAND,0,1,6,2,noun.artifact|noun.group|noun.person
locus,N,HOMONYM_CAND,1,0,3,2,noun.group|noun.location
inclusion,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.object|noun.relation|noun.state
roof,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.communication|noun.object
bag,N,HOMONYM_CAND,0,1,9,2,noun.act|noun.animal|noun.artifact|noun.person|noun.quantity
straighten,V,HOMONYM_CAND,1,0,6,4,verb.change|verb.contact|verb.motion
family,N,HOMONYM_CAND,0,1,8,2,noun.group|noun.person
pottery,N,HOMONYM_CAND,0,1,3,2,noun.act|noun.artifact
design,V,HOMONYM_CAND,0,1,7,4,verb.cognition|verb.creation
wish,V,HOMONYM_CAND,0,1,6,6,verb.communication|verb.emotion
wing,N,HOMONYM_CAND,0,1,11,2,noun.animal|noun.artifact|noun.food|noun.group|noun.location|noun.person
exclude,V,HOMONYM_CAND,1,0,5,5,verb.cognition|verb.communication|verb.contact|verb.social|verb.stative
disperse,V,HOMONYM_CAND,0,1,6,5,verb.change|verb.communication|verb.contact|verb.motion
click,V,HOMONYM_CAND,0,1,7,6,verb.cognition|verb.communication|verb.contact|verb.motion|verb.perception
interrupt,V,HOMONYM_CAND,0,1,4,2,verb.change|verb.communication
pool,N,HOMONYM_CAND,1,0,9,2,noun.act|noun.artifact|noun.group|noun.location|noun.object|noun.possession
enemy,N,HOMONYM_CAND,1,0,4,2,noun.group|noun.person
last,N,HOMONYM_CAND,1,0,8,2,noun.act|noun.artifact|noun.event|noun.quantity|noun.relation|noun.time
propagate,V,HOMONYM_CAND,0,1,8,8,verb.body|verb.communication|verb.contact|verb.motion|verb.possession
confluence,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.location
chair,N,HOMONYM_CAND,1,0,5,2,noun.act|noun.artifact|noun.person
purge,V,HOMONYM_CAND,1,0,7,7,verb.body|verb.change|verb.communication|verb.social
crown,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.contact|verb.social|verb.stative
basket,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.artifact|noun.quantity
disengage,V,HOMONYM_CAND,1,0,3,3,verb.change|verb.contact
quarrel,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.communication
induct,V,HOMONYM_CAND,0,1,5,5,verb.communication|verb.creation|verb.social
stroke,N,HOMONYM_CAND,0,1,12,2,noun.act|noun.communication|noun.event|noun.person|noun.quantity|noun.state
derivation,N,HOMONYM_CAND,1,0,8,2,noun.act|noun.attribute|noun.cognition|noun.communication|noun.location|noun.process
vouch,V,HOMONYM_CAND,0,1,4,3,verb.change|verb.communication
pit,V,HOMONYM_CAND,1,0,3,3,verb.change|verb.competition|verb.contact
mow,V,HOMONYM_CAND,1,0,2,2,verb.body|verb.contact
camp,N,HOMONYM_CAND,0,1,8,2,noun.artifact|noun.cognition|noun.group
grade,N,HOMONYM_CAND,1,0,9,2,noun.animal|noun.attribute|noun.cognition|noun.communication|noun.group|noun.quantity|noun.state
belong,V,HOMONYM_CAND,1,0,6,6,verb.possession|verb.stative
puddle,V,HOMONYM_CAND,0,1,9,8,verb.body|verb.cognition|verb.contact|verb.creation|verb.motion
ruffle,V,HOMONYM_CAND,1,0,9,9,verb.contact|verb.emotion|verb.motion
edge,V,HOMONYM_CAND,0,1,4,4,verb.contact|verb.motion|verb.possession
inspect,V,HOMONYM_CAND,1,0,3,3,verb.cognition|verb.motion|verb.perception
leach,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.motion
breathe,V,HOMONYM_CAND,1,0,9,9,verb.body|verb.change|verb.communication|verb.possession|verb.stative
soul,N,HOMONYM_CAND,0,1,5,2,noun.Tops|noun.act|noun.communication|noun.feeling|noun.person
birth,N,HOMONYM_CAND,1,0,5,2,noun.event|noun.person|noun.process|noun.relation|noun.time
presentation,N,HOMONYM_CAND,0,1,7,2,noun.act|noun.artifact|noun.attribute|noun.communication
reseat,V,HOMONYM_CAND,1,0,3,2,verb.contact|verb.possession
compass,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.attribute|noun.cognition
assimilate,V,HOMONYM_CAND,0,1,5,5,verb.change|verb.cognition|verb.contact
pad,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.communication|verb.contact|verb.motion
possess,V,HOMONYM_CAND,0,1,3,3,verb.possession|verb.stative
recuperate,V,HOMONYM_CAND,0,1,4,4,verb.body|verb.change|verb.possession
flash,N,HOMONYM_CAND,1,0,10,2,noun.artifact|noun.attribute|noun.cognition|noun.communication|noun.event|noun.time
drain,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.artifact
control,V,HOMONYM_CAND,0,1,8,7,verb.cognition|verb.contact|verb.emotion|verb.social
assemble,V,HOMONYM_CAND,1,0,3,3,verb.creation|verb.social
channelize,V,HOMONYM_CAND,0,1,4,4,verb.contact|verb.creation|verb.motion
subvert,V,HOMONYM_CAND,0,1,4,4,verb.contact|verb.social
mirror,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.cognition
stomach,N,HOMONYM_CAND,1,0,4,2,noun.body|noun.feeling
regret,V,HOMONYM_CAND,0,1,4,4,verb.communication|verb.emotion
deep,N,HOMONYM_CAND,1,0,3,2,noun.object|noun.time
repertory,N,HOMONYM_CAND,1,0,3,2,noun.artifact|noun.group
fight,V,HOMONYM_CAND,0,1,4,4,verb.competition|verb.social
search,N,HOMONYM_CAND,1,0,5,2,noun.act|noun.cognition|noun.process
blend,V,HOMONYM_CAND,1,0,3,3,verb.change|verb.contact|verb.stative
detach,V,HOMONYM_CAND,0,1,3,3,verb.contact|verb.motion
smother,V,HOMONYM_CAND,0,1,5,5,verb.contact|verb.stative
shelve,V,HOMONYM_CAND,1,0,2,2,verb.contact|verb.stative
stone,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.contact
danger,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.location|noun.state
threat,N,HOMONYM_CAND,0,1,4,2,noun.communication|noun.person|noun.state
retrograde,V,HOMONYM_CAND,0,1,5,5,verb.change|verb.communication|verb.motion
panel,N,HOMONYM_CAND,0,1,8,2,noun.artifact|noun.group
culture,N,HOMONYM_CAND,1,0,7,2,noun.act|noun.cognition|noun.group|noun.state
taproot,N,HOMONYM_CAND,1,0,2,2,noun.cognition|noun.plant
inhibit,V,HOMONYM_CAND,1,0,4,2,verb.change|verb.social
orient,V,HOMONYM_CAND,1,0,5,5,verb.change|verb.communication|verb.perception|verb.stative
machinery,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.group
bolt,V,HOMONYM_CAND,0,1,7,7,verb.change|verb.consumption|verb.contact|verb.motion
like,V,HOMONYM_CAND,1,0,5,5,verb.cognition|verb.emotion
halt,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.motion|verb.social
tip,N,HOMONYM_CAND,0,1,5,2,noun.communication|noun.location|noun.possession|noun.shape
thrust,V,HOMONYM_CAND,0,1,8,7,verb.communication|verb.contact|verb.motion|verb.stative
volunteer,V,HOMONYM_CAND,1,0,3,3,verb.communication|verb.social
toe,V,HOMONYM_CAND,0,1,5,4,verb.contact|verb.motion
verify,V,HOMONYM_CAND,1,0,4,4,verb.cognition|verb.communication|verb.social
smell,V,HOMONYM_CAND,1,0,5,4,verb.cognition|verb.perception
approve,V,HOMONYM_CAND,1,0,2,2,verb.cognition|verb.communication
dissent,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.social
misplay,V,HOMONYM_CAND,1,0,2,2,verb.competition|verb.creation
pledge,N,HOMONYM_CAND,0,1,4,2,noun.communication|noun.food|noun.person|noun.possession
brim,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.stative
tongue,N,HOMONYM_CAND,0,1,8,2,noun.artifact|noun.body|noun.communication|noun.food|noun.object|noun.shape
horizon,N,HOMONYM_CAND,1,0,4,2,noun.attribute|noun.location
summit,N,HOMONYM_CAND,1,0,3,2,noun.group|noun.location|noun.state
token,N,HOMONYM_CAND,0,1,4,2,noun.artifact|noun.communication
earth,V,HOMONYM_CAND,1,0,2,2,verb.contact|verb.perception
tail,N,HOMONYM_CAND,0,1,8,2,noun.animal|noun.artifact|noun.body|noun.person|noun.shape|noun.time
personification,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.communication|noun.person
club,V,HOMONYM_CAND,1,0,4,4,verb.contact|verb.social
ear,N,HOMONYM_CAND,1,0,5,2,noun.body|noun.cognition|noun.plant
osculate,V,HOMONYM_CAND,1,0,3,3,verb.contact|verb.stative
substantiate,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.cognition|verb.creation|verb.stative
containment,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.artifact|noun.cognition
theater,N,HOMONYM_CAND,1,0,3,2,noun.artifact|noun.communication|noun.location
winnow,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.cognition|verb.contact|verb.motion
prescription,N,HOMONYM_CAND,0,1,4,2,noun.artifact|noun.communication
strip,V,HOMONYM_CAND,1,0,13,13,verb.body|verb.change|verb.contact|verb.possession
clarify,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.communication
pipe,V,HOMONYM_CAND,0,1,4,4,verb.communication|verb.creation|verb.motion
root,N,HOMONYM_CAND,1,0,8,2,noun.body|noun.communication|noun.group|noun.location|noun.person|noun.plant|noun.quantity
thrust,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.communication|noun.phenomenon
comfort,N,HOMONYM_CAND,1,0,7,2,noun.act|noun.artifact|noun.feeling|noun.state
multiplication,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.process
exhaust,V,HOMONYM_CAND,0,1,5,4,verb.body|verb.change|verb.consumption|verb.possession
glaze,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.contact|verb.perception|verb.possession
piggyback,V,HOMONYM_CAND,0,1,5,4,verb.change|verb.contact|verb.motion
belabor,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.contact|verb.social
forge,V,HOMONYM_CAND,1,0,7,5,verb.creation|verb.motion
fuzz,N,HOMONYM_CAND,0,1,4,2,noun.body|noun.cognition|noun.person|noun.plant
response,N,HOMONYM_CAND,0,1,7,2,noun.act|noun.attribute|noun.communication|noun.phenomenon
bondage,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.state
passage,N,HOMONYM_CAND,0,1,10,2,noun.act|noun.artifact|noun.body|noun.communication|noun.event
banish,V,HOMONYM_CAND,1,0,4,2,verb.motion|verb.social
clutch,V,HOMONYM_CAND,1,0,3,3,verb.cognition|verb.contact
rise,N,HOMONYM_CAND,0,1,10,2,noun.act|noun.attribute|noun.event|noun.object
replicate,V,HOMONYM_CAND,1,0,3,2,verb.creation|verb.motion
wait,V,HOMONYM_CAND,0,1,4,4,verb.cognition|verb.social|verb.stative
bottom,N,HOMONYM_CAND,0,1,7,2,noun.artifact|noun.body|noun.location|noun.object|noun.time
seem,V,HOMONYM_CAND,0,1,4,3,verb.perception|verb.stative
upstage,V,HOMONYM_CAND,1,0,3,3,verb.competition|verb.motion|verb.social
ruin,V,HOMONYM_CAND,0,1,6,6,verb.change|verb.contact|verb.possession|verb.social
loose,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.contact|verb.social
breast,N,HOMONYM_CAND,1,0,4,2,noun.animal|noun.body|noun.food
stripe,N,HOMONYM_CAND,0,1,5,2,noun.artifact|noun.attribute|noun.cognition|noun.communication
nut,N,HOMONYM_CAND,0,1,7,2,noun.artifact|noun.body|noun.person|noun.plant|noun.quantity
love,V,HOMONYM_CAND,1,0,4,4,verb.contact|verb.emotion
tremor,N,HOMONYM_CAND,0,1,3,2,noun.act|noun.event|noun.state
whitewash,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.contact|verb.perception
bridge,N,HOMONYM_CAND,1,0,9,2,noun.act|noun.artifact|noun.body|noun.relation
reflect,V,HOMONYM_CAND,0,1,7,5,verb.cognition|verb.communication|verb.perception|verb.weather
absorb,V,HOMONYM_CAND,0,1,9,9,verb.change|verb.cognition|verb.contact|verb.possession|verb.weather
trailer,N,HOMONYM_CAND,0,1,4,2,noun.artifact|noun.communication|noun.person
dinner,N,HOMONYM_CAND,0,1,2,2,noun.food|noun.group
militarize,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.competition
submerge,V,HOMONYM_CAND,0,1,4,3,verb.change|verb.contact|verb.motion
amuse,V,HOMONYM_CAND,1,0,2,2,verb.communication|verb.social
calibrate,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.cognition|verb.contact
circumference,N,HOMONYM_CAND,1,0,3,2,noun.attribute|noun.location
cloister,V,HOMONYM_CAND,0,1,3,2,verb.change|verb.contact|verb.stative
mandate,V,HOMONYM_CAND,0,1,3,2,verb.communication|verb.social
shock,V,HOMONYM_CAND,1,0,7,7,verb.body|verb.contact|verb.emotion
avail,V,HOMONYM_CAND,0,1,3,3,verb.consumption|verb.social
crop,N,HOMONYM_CAND,0,1,6,2,noun.animal|noun.artifact|noun.group|noun.plant
boot,V,HOMONYM_CAND,1,0,2,2,verb.body|verb.contact
chisel,V,HOMONYM_CAND,0,1,3,2,verb.contact|verb.social
snatch,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.body|noun.communication
scallop,V,HOMONYM_CAND,0,1,5,5,verb.change|verb.competition|verb.contact|verb.creation
date,V,HOMONYM_CAND,1,0,5,4,verb.cognition|verb.social
cocoon,V,HOMONYM_CAND,1,0,2,2,verb.contact|verb.motion
watch,V,HOMONYM_CAND,0,1,7,7,verb.communication|verb.perception|verb.social
installation,N,HOMONYM_CAND,0,1,3,2,noun.act|noun.artifact|noun.event
percolate,V,HOMONYM_CAND,1,0,6,6,verb.body|verb.contact|verb.motion
cognate,N,HOMONYM_CAND,1,0,2,2,noun.communication|noun.person
convey,V,HOMONYM_CAND,1,0,7,5,verb.communication|verb.contact|verb.motion|verb.possession
strip,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.artifact|noun.communication|noun.object
toss,V,HOMONYM_CAND,1,0,6,5,verb.contact|verb.motion|verb.possession
squeaker,N,HOMONYM_CAND,1,0,2,2,noun.act|noun.artifact
delta,N,HOMONYM_CAND,1,0,3,2,noun.communication|noun.object|noun.shape
frame,N,HOMONYM_CAND,0,1,11,2,noun.act|noun.artifact|noun.body|noun.cognition|noun.communication|noun.time
solemnize,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.social
drawing,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.artifact|noun.communication
criticize,V,HOMONYM_CAND,0,1,2,2,verb.communication|verb.competition
wake,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.event|noun.location|noun.phenomenon
obstacle,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.cognition
embellish,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.communication|verb.creation|verb.stative
bracket,V,HOMONYM_CAND,0,1,3,3,verb.cognition|verb.communication|verb.contact
vary,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.stative
review,V,HOMONYM_CAND,1,0,5,5,verb.cognition|verb.communication
reline,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.contact
muscle,N,HOMONYM_CAND,0,1,5,2,noun.attribute|noun.body|noun.person
harass,V,HOMONYM_CAND,0,1,2,2,verb.competition|verb.emotion
minister,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.person
incorporate,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.contact|verb.social|verb.stative
fiefdom,N,HOMONYM_CAND,0,1,2,2,noun.group|noun.location
accumulate,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.possession
wrangle,V,HOMONYM_CAND,0,1,2,2,verb.communication|verb.stative
misdirect,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.motion|verb.social
command,V,HOMONYM_CAND,1,0,5,4,verb.communication|verb.social|verb.stative
bastion,N,HOMONYM_CAND,1,0,3,2,noun.artifact|noun.group
ease,V,HOMONYM_CAND,0,1,4,4,verb.body|verb.change|verb.emotion|verb.motion
exalt,V,HOMONYM_CAND,0,1,4,3,verb.change|verb.communication|verb.emotion
strain,V,HOMONYM_CAND,0,1,9,8,verb.body|verb.change|verb.competition|verb.consumption|verb.contact|verb.emotion
peg,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.contact|verb.social
affect,V,HOMONYM_CAND,0,1,5,5,verb.body|verb.change|verb.communication|verb.emotion|verb.stative
hell,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.cognition|noun.event|noun.location
sort,N,HOMONYM_CAND,1,0,4,2,noun.attribute|noun.cognition|noun.person|noun.process
sense,V,HOMONYM_CAND,0,1,4,4,verb.cognition|verb.perception
utter,V,HOMONYM_CAND,0,1,4,4,verb.communication|verb.motion
tool,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.artifact|noun.body|noun.person
result,V,HOMONYM_CAND,1,0,3,3,verb.change|verb.stative
embodiment,N,HOMONYM_CAND,0,1,3,2,noun.act|noun.cognition|noun.person
engrave,V,HOMONYM_CAND,0,1,4,3,verb.contact|verb.creation|verb.emotion
aim,V,HOMONYM_CAND,0,1,7,5,verb.cognition|verb.communication|verb.competition
department,N,HOMONYM_CAND,1,0,3,2,noun.cognition|noun.group|noun.location
rush,N,HOMONYM_CAND,0,1,7,2,noun.act|noun.event|noun.feeling|noun.person|noun.plant
disable,V,HOMONYM_CAND,0,1,2,2,verb.body|verb.change
horse,N,HOMONYM_CAND,0,1,5,2,noun.animal|noun.artifact|noun.group
tree,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.competition|verb.contact|verb.motion
afford,V,HOMONYM_CAND,1,0,4,3,verb.consumption|verb.possession|verb.stative
renovate,V,HOMONYM_CAND,0,1,3,2,verb.body|verb.change
closure,N,HOMONYM_CAND,0,1,7,2,noun.act|noun.artifact|noun.cognition|noun.communication
liberate,V,HOMONYM_CAND,1,0,4,4,verb.creation|verb.social
trip,V,HOMONYM_CAND,1,0,5,5,verb.consumption|verb.creation|verb.motion
slip,V,HOMONYM_CAND,0,1,11,11,verb.change|verb.cognition|verb.motion|verb.possession
flush,V,HOMONYM_CAND,0,1,7,6,verb.body|verb.change|verb.contact|verb.perception
comb,V,HOMONYM_CAND,1,0,3,3,verb.body|verb.contact
blockage,N,HOMONYM_CAND,0,1,3,2,noun.act|noun.artifact|noun.state
collapse,V,HOMONYM_CAND,0,1,7,6,verb.body|verb.change|verb.emotion|verb.motion
sleep,V,HOMONYM_CAND,1,0,2,2,verb.body|verb.stative
acquaintance,N,HOMONYM_CAND,0,1,3,2,noun.cognition|noun.person|noun.state
fuss,V,HOMONYM_CAND,0,1,2,2,verb.emotion|verb.social
direct,V,HOMONYM_CAND,0,1,13,11,verb.cognition|verb.communication|verb.competition|verb.creation|verb.motion|verb.social
swear,V,HOMONYM_CAND,0,1,5,3,verb.cognition|verb.communication
gown,N,HOMONYM_CAND,1,0,5,2,noun.artifact|noun.group
triangulate,V,HOMONYM_CAND,0,1,3,3,verb.cognition|verb.social
go,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.artifact|noun.time
breeze,N,HOMONYM_CAND,1,0,2,2,noun.act|noun.phenomenon
violate,V,HOMONYM_CAND,0,1,6,6,verb.contact|verb.social|verb.stative
transfer,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.cognition|noun.communication|noun.person
intellect,N,HOMONYM_CAND,0,1,3,2,noun.cognition|noun.person
toilet,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.artifact|noun.state
scraping,N,HOMONYM_CAND,0,1,3,2,noun.communication|noun.event|noun.object
gargle,V,HOMONYM_CAND,1,0,2,2,verb.body|verb.communication
terror,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.feeling|noun.person
landing,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.artifact
flowage,N,HOMONYM_CAND,0,1,3,2,noun.act|noun.object|noun.process
sensation,N,HOMONYM_CAND,0,1,5,2,noun.cognition|noun.feeling|noun.person|noun.state
need,V,HOMONYM_CAND,1,0,3,3,verb.consumption|verb.stative
mess,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.consumption
diet,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.food|noun.group
induction,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.cognition|noun.event|noun.phenomenon
